age,attrition,business_travel,department,distance_from_home,education,education_field,employee_id,gender,job_level,job_role,marital_status,monthly_income,num_companies_worked,percent_salary_hike,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,avg_working_hours
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1708,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3,6.505614338404794
21,No,Travel_Rarely,Sales,16,2,Life Sciences,1709,Male,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3,7.197285954785955
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1710,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3,8.654981325863679
22,No,Travel_Rarely,Research & Development,2,2,Medical,1711,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3,6.003892390289449
33,No,Travel_Rarely,Sales,13,4,Marketing,1712,Female,2,Manufacturing Director,Divorced,45680,2.0,18,1,6.0,2,5,1,2,3.0,3.0,3.0,3,3,7.329120971620972
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1713,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3,9.394063492063491
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,1714,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3,7.306887433284813
53,No,Travel_Rarely,Research & Development,24,3,Other,1715,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3,7.1054965277777775
34,No,Travel_Rarely,Research & Development,1,5,Medical,1716,Male,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3,7.402895955165692
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,1717,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3,7.61566087962963
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1718,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3,10.005085377585377
37,No,Travel_Rarely,Research & Development,4,3,Medical,1719,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3,6.17747594997595
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1720,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3,6.80102422907489
35,No,Travel_Rarely,Research & Development,10,5,Medical,1721,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3,6.727743352326685
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,1722,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4,7.496162037037037
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1723,Female,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,3.0,2.0,3.0,2,3,6.397855603448276
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1724,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3,10.705447916666666
27,No,Travel_Rarely,Sales,9,3,Marketing,1725,Male,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3,7.000167394468705
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1726,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3,8.610434532042415
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,1727,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3,10.42268987341772
35,No,Non-Travel,Research & Development,2,1,Medical,1728,Male,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3,6.66601394604481
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1729,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3,7.071160673121254
25,No,Travel_Rarely,Research & Development,11,3,Medical,1730,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3,7.7076554641060815
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1731,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4,6.807263374485596
29,No,Travel_Frequently,Sales,2,4,Life Sciences,1732,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3,7.775427708042771
48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,1733,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3,7.118721524872153
27,No,Travel_Frequently,Sales,4,3,Technical Degree,1734,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3,8.938866430260047
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1735,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3,7.565030218503021
50,No,Travel_Rarely,Sales,5,3,Medical,1736,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3,9.12480329041488
34,No,Travel_Rarely,Research & Development,18,1,Medical,1737,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4,6.781649232914923
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1738,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3,7.503401056014693
39,No,Travel_Rarely,Research & Development,12,5,Medical,1739,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3,6.74090564738292
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1740,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3,7.892434573002755
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,1741,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3,8.207366522366522
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1742,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3,7.198367149758454
27,No,Travel_Rarely,Research & Development,10,3,Medical,1743,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4,6.449521475256769
32,No,Travel_Rarely,Sales,1,3,Medical,1744,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,3.0,4.0,3.0,3,3,7.892938775510204
47,No,Travel_Rarely,Research & Development,2,3,Medical,1745,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3,6.676836219336219
40,No,Travel_Frequently,Research & Development,3,4,Medical,1746,Female,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3,8.571869747899159
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1747,Male,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3,6.812551263710062
41,No,Travel_Rarely,Sales,6,3,Medical,1748,Male,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4,7.706537494284408
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1749,Female,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4,6.60321497584541
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1750,Male,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3,7.412207049486461
41,No,Travel_Rarely,Research & Development,3,3,Medical,1751,Male,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3,6.236250581125058
50,No,Travel_Rarely,Sales,9,3,Life Sciences,1752,Male,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4,7.406968918257464
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1753,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3,8.10100622406639
36,No,Non-Travel,Research & Development,10,4,Technical Degree,1754,Female,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3,5.98372763653484
38,No,Travel_Rarely,Research & Development,1,3,Medical,1755,Female,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3,9.841307617661329
44,No,Non-Travel,Research & Development,8,2,Life Sciences,1756,Male,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3,6.123103408029879
47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1757,Male,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4,8.299020531400966
30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1758,Male,2,Sales Executive,Divorced,52090,7.0,14,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3,7.521344671201814
29,No,Travel_Rarely,Research & Development,1,2,Medical,1759,Female,1,Sales Executive,Single,106730,1.0,13,3,1.0,2,1,0,0,3.0,3.0,3.0,3,3,6.429023456790124
42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1760,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2,3.0,3.0,3.0,3,4,9.95740664845173
43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,1761,Male,1,Laboratory Technician,Married,135490,3.0,11,2,7.0,3,2,2,2,4.0,4.0,3.0,3,3,7.118760775862069
34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,1762,Male,2,Healthcare Representative,Single,49990,3.0,12,2,10.0,2,5,4,3,2.0,3.0,3.0,4,3,6.394135536398467
23,No,Travel_Rarely,Sales,13,3,Marketing,1763,Male,5,Sales Executive,Married,42210,1.0,11,1,5.0,4,4,0,2,2.0,1.0,4.0,3,3,7.805959699453552
39,No,Travel_Rarely,Sales,2,4,Marketing,1764,Female,4,Healthcare Representative,Married,138720,9.0,12,3,12.0,3,8,3,6,3.0,2.0,1.0,2,3,6.285127217553688
56,No,Travel_Rarely,Research & Development,2,4,Medical,1765,Male,1,Manager,Married,20420,7.0,12,0,30.0,6,10,1,1,3.0,4.0,2.0,3,3,7.095374244537425
40,No,Travel_Rarely,Sales,9,3,Marketing,1766,Male,2,Research Scientist,Single,20730,0.0,14,0,5.0,3,4,2,3,4.0,4.0,2.0,3,3,8.797861336946703
27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1767,Female,1,Laboratory Technician,Single,29560,8.0,13,0,9.0,6,7,0,7,4.0,1.0,1.0,3,3,7.492104481024234
29,No,Travel_Rarely,Sales,20,3,Marketing,1768,Female,2,Manager,Divorced,29260,1.0,15,1,2.0,3,2,2,2,4.0,2.0,3.0,2,3,7.0666621499548326
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1769,Female,3,Laboratory Technician,Single,48090,2.0,18,0,19.0,2,2,2,2,4.0,4.0,3.0,3,3,6.3258297101449275
35,No,Non-Travel,Research & Development,5,1,Medical,1770,Male,1,Healthcare Representative,Divorced,51630,2.0,18,2,16.0,4,1,0,0,4.0,1.0,4.0,3,3,7.077205743879473
32,No,Travel_Frequently,Sales,4,4,Life Sciences,1771,Male,2,Sales Executive,Married,188440,1.0,19,0,10.0,3,10,4,7,1.0,4.0,3.0,1,3,7.808465986394558
38,No,Travel_Rarely,Sales,10,3,Medical,1772,Male,4,Laboratory Technician,Married,181720,6.0,12,2,6.0,5,1,0,1,4.0,3.0,1.0,3,3,10.874641723356008
34,No,Travel_Rarely,Research & Development,20,3,Medical,1773,Female,3,Laboratory Technician,Divorced,57440,3.0,19,1,7.0,4,0,0,0,2.0,1.0,3.0,2,3,6.170700431034483
52,No,Travel_Rarely,Sales,21,5,Technical Degree,1774,Male,3,Manager,Married,28890,1.0,11,1,34.0,2,34,1,16,3.0,1.0,4.0,3,3,5.995460107684777
33,Yes,Travel_Rarely,Research & Development,1,2,Medical,1775,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,8,4.0,4.0,2.0,3,3,9.98832877959927
25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1776,Male,2,Research Scientist,Single,74840,1.0,15,0,6.0,3,6,1,4,3.0,4.0,2.0,3,3,7.7169027777777774
45,No,Travel_Rarely,Sales,2,3,Life Sciences,1777,Male,3,Healthcare Representative,Single,60740,0.0,14,0,9.0,2,8,3,1,2.0,3.0,3.0,3,3,5.9940800865800865
23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1778,Female,2,Research Scientist,Single,173280,1.0,17,1,2.0,2,2,0,2,1.0,3.0,3.0,1,3,7.997055555555556
47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,1779,Male,1,Research Director,Single,27740,4.0,13,1,8.0,2,5,1,3,2.0,3.0,3.0,3,3,10.009682033096926
34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,1780,Male,1,Research Scientist,Single,45050,1.0,12,0,6.0,3,6,1,4,4.0,4.0,3.0,3,3,7.804073275862069
55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,1781,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,4,4.0,1.0,3.0,3,3,8.05094806763285
36,No,Non-Travel,Research & Development,7,2,Life Sciences,1782,Male,5,Sales Executive,Single,116310,1.0,18,1,10.0,2,10,0,9,1.0,1.0,3.0,1,3,7.396366898148148
52,No,Non-Travel,Research & Development,1,4,Life Sciences,1783,Male,5,Sales Executive,Married,97380,0.0,18,2,5.0,2,4,1,2,4.0,4.0,3.0,3,3,7.245820105820106
26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1784,Male,1,Manufacturing Director,Divorced,28350,3.0,11,1,5.0,2,2,2,0,1.0,4.0,3.0,3,3,7.090755017131668
29,No,Travel_Rarely,Research & Development,10,2,Medical,1785,Male,3,Manufacturing Director,Married,169590,4.0,14,3,11.0,5,8,1,1,2.0,3.0,2.0,3,3,6.279730461393597
26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1786,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2,4.0,1.0,3.0,3,3,6.197631766381766
34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1787,Male,2,Manufacturing Director,Single,61460,2.0,12,0,10.0,3,4,1,3,2.0,4.0,3.0,3,3,6.203041125541125
54,No,Travel_Rarely,Research & Development,18,4,Medical,1788,Female,2,Laboratory Technician,Divorced,49630,9.0,15,1,9.0,2,5,1,4,4.0,1.0,3.0,3,3,8.896373188405796
27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,1789,Female,4,Research Scientist,Married,195370,0.0,12,0,5.0,5,4,1,1,3.0,4.0,3.0,3,3,6.805050505050505
37,No,Travel_Rarely,Sales,2,4,Technical Degree,1790,Male,2,Manufacturing Director,Divorced,61720,0.0,11,0,6.0,1,5,4,3,4.0,1.0,2.0,3,3,9.499684944684944
38,No,Travel_Frequently,Sales,2,4,Life Sciences,1791,Female,2,Research Scientist,Single,23680,6.0,11,1,17.0,3,15,4,12,1.0,1.0,3.0,3,3,10.821924119241192
34,No,Travel_Rarely,Sales,2,3,Marketing,1792,Male,1,Sales Representative,Single,103120,1.0,12,0,6.0,2,6,1,3,3.0,1.0,3.0,3,3,6.887651300236406
35,No,Travel_Rarely,Research & Development,5,4,Medical,1793,Male,3,Manager,Married,16750,1.0,16,0,3.0,6,3,0,2,1.0,4.0,2.0,2,3,7.8023307656395895
30,No,Travel_Rarely,Research & Development,20,3,Medical,1794,Male,1,Laboratory Technician,Married,25230,3.0,13,1,7.0,2,2,0,2,4.0,3.0,3.0,3,3,7.1923405797101445
40,No,Travel_Frequently,Research & Development,10,4,Medical,1795,Male,2,Manufacturing Director,Married,65670,1.0,13,1,8.0,3,8,3,7,3.0,2.0,3.0,4,3,6.371433615819209
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1796,Male,3,Healthcare Representative,Married,47390,5.0,24,2,6.0,2,3,1,2,3.0,1.0,3.0,3,4,7.89317270531401
42,No,Travel_Frequently,Research & Development,9,4,Medical,1797,Male,1,Manufacturing Director,Divorced,92080,1.0,15,1,24.0,2,24,14,9,2.0,4.0,2.0,4,3,7.821308321308321
23,Yes,Travel_Rarely,Sales,2,3,Medical,1798,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,0,3.0,1.0,3.0,2,3,7.9969965986394556
24,No,Non-Travel,Sales,1,5,Marketing,1799,Female,1,Manufacturing Director,Divorced,81890,1.0,14,1,1.0,3,1,0,0,3.0,2.0,3.0,3,3,6.749403910348116
52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1800,Male,2,Manufacturing Director,Married,29420,8.0,11,1,9.0,1,5,1,4,4.0,3.0,3.0,2,3,6.058953625235405
50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1801,Male,2,Sales Executive,Married,49410,5.0,11,1,30.0,3,4,0,3,3.0,3.0,3.0,1,3,6.363878515444906
29,Yes,Travel_Rarely,Sales,2,4,Marketing,1802,Female,4,Research Scientist,Married,106500,1.0,13,2,1.0,2,1,0,0,2.0,1.0,3.0,4,3,10.674197154471544
33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1803,Male,4,Manufacturing Director,Married,59020,0.0,12,1,14.0,2,13,3,7,3.0,3.0,4.0,3,3,6.994114507520621
33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,1804,Male,1,Human Resources,Single,86390,5.0,16,2,6.0,3,3,0,2,1.0,1.0,3.0,2,3,8.022934782608695
47,No,Travel_Rarely,Research & Development,6,4,Other,1805,Male,2,Manager,Married,63470,1.0,14,0,26.0,2,26,3,0,3.0,4.0,2.0,4,3,9.502909544159545
36,No,Travel_Rarely,Sales,6,3,Medical,1806,Female,2,Sales Executive,Married,42000,0.0,22,0,10.0,3,9,0,5,3.0,2.0,3.0,3,4,7.686010101010101
29,No,Travel_Rarely,Research & Development,10,3,Other,1807,Male,1,Research Scientist,Married,34520,1.0,11,0,10.0,3,10,0,7,3.0,3.0,3.0,2,3,7.688039990421456
58,Yes,Travel_Rarely,Research & Development,24,3,Other,1808,Female,2,Research Scientist,Single,43170,7.0,17,0,40.0,2,31,13,8,4.0,2.0,3.0,3,3,8.896928240740742
35,No,Travel_Rarely,Sales,10,4,Marketing,1809,Female,1,Research Scientist,Single,26320,3.0,13,3,7.0,3,2,2,2,4.0,3.0,3.0,4,3,7.759774805669867
42,No,Travel_Rarely,Sales,15,1,Marketing,1810,Male,2,Laboratory Technician,Married,46680,9.0,18,2,8.0,2,4,0,2,4.0,4.0,3.0,3,3,10.498053181386513
28,Yes,Travel_Rarely,Research & Development,19,4,Medical,1811,Female,2,Sales Executive,Single,32040,6.0,16,1,5.0,4,2,2,1,3.0,3.0,2.0,2,3,6.219219122556032
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1812,Male,2,Healthcare Representative,Married,27200,4.0,14,1,8.0,3,5,0,4,3.0,2.0,3.0,3,3,6.590180375180375
32,No,Travel_Rarely,Research & Development,3,1,Medical,1813,Male,2,Manufacturing Director,Married,171810,1.0,14,0,14.0,2,14,6,8,3.0,3.0,3.0,2,3,7.9929382969034615
40,No,Travel_Frequently,Sales,9,3,Marketing,1814,Male,3,Manufacturing Director,Single,22380,6.0,14,0,10.0,3,1,0,0,1.0,3.0,3.0,3,3,6.905994886099489
30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1815,Male,2,Research Director,Single,14830,5.0,13,0,12.0,3,0,0,0,3.0,4.0,2.0,3,3,9.40196485260771
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1816,Male,1,Research Director,Single,56050,1.0,12,2,1.0,2,1,0,0,2.0,3.0,3.0,3,3,6.6021959942775394
42,No,Travel_Rarely,Research & Development,20,2,Medical,1817,Male,2,Sales Representative,Married,72950,1.0,15,0,10.0,3,9,7,8,2.0,2.0,2.0,3,3,7.626456552706553
38,No,Travel_Frequently,Sales,4,3,Medical,1818,Male,2,Research Scientist,Divorced,23060,2.0,19,1,13.0,5,4,1,2,1.0,1.0,2.0,3,3,7.593121693121693
34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1819,Male,3,Laboratory Technician,Single,23480,1.0,14,1,6.0,3,5,1,3,3.0,4.0,3.0,3,3,6.909130434782608
49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1820,Female,2,Healthcare Representative,Married,89980,1.0,14,2,9.0,2,9,7,7,3.0,4.0,4.0,4,3,6.313039855072464
55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,1821,Male,4,Manufacturing Director,Single,43190,4.0,11,0,12.0,3,9,7,3,3.0,4.0,2.0,4,3,6.389931693989071
43,No,Travel_Rarely,Research & Development,25,2,Medical,1822,Male,2,Healthcare Representative,Married,61320,6.0,13,0,22.0,3,4,1,0,2.0,1.0,3.0,2,3,7.2855543785310735
27,No,Travel_Rarely,Sales,2,4,Medical,1823,Male,2,Manager,Divorced,33460,1.0,21,1,9.0,2,9,0,8,3.0,4.0,3.0,2,4,10.525373015873017
35,No,Travel_Rarely,Research & Development,1,3,Medical,1824,Male,1,Research Director,Single,108550,3.0,13,1,17.0,2,8,1,6,3.0,3.0,4.0,3,3,7.024023532265891
28,No,Travel_Rarely,Sales,1,2,Technical Degree,1825,Female,1,Sales Executive,Married,22310,1.0,12,0,8.0,3,8,7,5,2.0,2.0,3.0,2,3,9.911441256830601
34,No,Travel_Rarely,Sales,2,5,Life Sciences,1826,Male,4,Research Scientist,Married,23230,0.0,17,0,4.0,2,3,0,2,3.0,4.0,1.0,3,3,6.913744769874477
26,Yes,Travel_Frequently,Research & Development,22,4,Other,1827,Female,1,Sales Executive,Married,20240,1.0,23,0,8.0,2,8,1,7,3.0,3.0,3.0,3,4,8.012555315055314
27,No,Non-Travel,Sales,1,3,Technical Degree,1828,Female,1,Sales Executive,Married,27130,1.0,11,0,0.0,2,0,0,0,4.0,4.0,2.0,3,3,7.249490338164252
51,No,Travel_Rarely,Sales,16,3,Medical,1829,Male,3,Research Scientist,Married,94390,2.0,15,3,29.0,0,20,4,17,1.0,3.0,2.0,3,3,6.08176429567643
44,No,Travel_Rarely,Sales,24,5,Medical,1830,Female,1,Sales Executive,Single,25660,9.0,11,1,10.0,3,5,2,3,4.0,2.0,2.0,3,3,6.295518755935423
25,No,Travel_Rarely,Research & Development,17,3,Medical,1831,Male,1,Laboratory Technician,Single,199260,7.0,11,3,6.0,5,4,0,1,1.0,1.0,2.0,4,3,6.377411835748792
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1832,Male,3,Laboratory Technician,Divorced,24510,1.0,13,1,9.0,3,9,0,8,1.0,1.0,3.0,2,3,6.023360136452241
35,No,Travel_Rarely,Sales,6,4,Medical,1833,Female,2,Manager,Single,94190,1.0,24,1,6.0,5,6,1,1,3.0,1.0,2.0,2,4,6.895604075691412
36,No,Travel_Rarely,Sales,10,4,Marketing,1834,Male,3,Manager,Married,86860,1.0,13,0,18.0,2,18,4,11,2.0,4.0,2.0,3,3,9.710834500466852
32,No,Travel_Rarely,Research & Development,3,4,Medical,1835,Female,4,Sales Executive,Divorced,30380,2.0,20,0,8.0,3,5,0,3,2.0,4.0,2.0,3,4,7.8313574879227055
30,No,Travel_Frequently,Research & Development,4,5,Medical,1836,Male,5,Sales Representative,Divorced,30580,9.0,14,1,10.0,2,5,0,3,2.0,4.0,2.0,3,3,6.379905817835002
53,No,Travel_Rarely,Sales,6,3,Marketing,1837,Male,4,Sales Executive,Married,23250,7.0,18,1,35.0,1,5,0,4,1.0,4.0,3.0,4,3,10.363845704948647
45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1838,Male,2,Healthcare Representative,Divorced,20880,4.0,15,3,18.0,2,5,0,2,4.0,1.0,3.0,3,3,8.491444931773879
32,No,Travel_Rarely,Sales,10,3,Marketing,1839,Female,1,Human Resources,Married,30720,5.0,12,0,9.0,4,5,1,3,3.0,3.0,2.0,1,3,6.633939603503919
52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1840,Male,2,Laboratory Technician,Married,50060,3.0,16,1,31.0,2,9,0,0,3.0,4.0,3.0,3,3,7.627005910165485
37,No,Travel_Rarely,Sales,24,2,Life Sciences,1841,Female,4,Laboratory Technician,Divorced,42570,4.0,15,0,9.0,2,1,0,0,4.0,3.0,3.0,3,3,6.1029396235078055
28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1842,Female,1,Healthcare Representative,Divorced,25000,1.0,16,2,6.0,3,5,0,4,2.0,4.0,3.0,3,3,6.290355509830818
22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1843,Male,1,Sales Representative,Married,11020,6.0,19,0,4.0,3,2,2,2,4.0,4.0,1.0,2,3,6.472758112094395
44,No,Travel_Rarely,Research & Development,22,3,Medical,1844,Female,1,Laboratory Technician,Married,104530,2.0,11,1,10.0,2,3,0,2,1.0,4.0,2.0,3,3,10.991957939721097
42,No,Travel_Frequently,Sales,13,4,Life Sciences,1845,Female,2,Laboratory Technician,Single,22880,5.0,16,1,8.0,4,2,2,2,2.0,4.0,3.0,2,3,8.005260631001372
36,No,Travel_Rarely,Research & Development,14,3,Other,1846,Male,2,Research Scientist,Married,39290,0.0,24,0,6.0,6,5,0,3,1.0,1.0,3.0,2,4,7.605230090605627
25,No,Travel_Rarely,Sales,11,3,Life Sciences,1847,Female,1,Laboratory Technician,Married,23110,1.0,11,1,5.0,2,5,0,3,3.0,1.0,3.0,3,3,10.396100517890773
35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1848,Female,1,Healthcare Representative,Married,31400,1.0,13,1,17.0,2,17,5,15,4.0,3.0,3.0,2,3,8.77790469348659
35,Yes,Travel_Frequently,Sales,8,2,Marketing,1849,Female,1,Laboratory Technician,Divorced,36900,1.0,13,1,10.0,2,10,7,8,4.0,2.0,3.0,4,3,9.974883286647993
32,No,Non-Travel,Research & Development,21,3,Life Sciences,1850,Male,1,Sales Executive,Divorced,44500,0.0,13,0,4.0,3,3,0,2,4.0,4.0,3.0,3,3,7.89870778267254
25,No,Travel_Rarely,Sales,5,3,Marketing,1851,Female,4,Research Scientist,Married,27560,1.0,12,2,5.0,2,5,0,3,3.0,1.0,4.0,3,3,7.782481087470449
49,No,Travel_Rarely,Sales,9,3,Technical Degree,1852,Female,2,Sales Representative,Married,190330,2.0,18,1,7.0,5,4,0,2,3.0,1.0,3.0,3,3,7.517452919020716
24,No,Non-Travel,Research & Development,2,5,Technical Degree,1853,Male,2,Healthcare Representative,Married,187220,0.0,22,1,6.0,3,5,3,4,1.0,4.0,2.0,3,4,7.592135933806147
