age,attrition,business_travel,department,distance_from_home,education,education_field,gender,job_level,job_role,marital_status,monthly_income,num_companies_worked,percent_salary_hike,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating
39,Yes,Travel_Rarely,Human Resources,1,4,Medical,Male,1,Sales Executive,Married,36730.0,3.0,14,1,19.0,3,1,0,0,4.0,4.0,4.0,3,3
24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,Male,3,Sales Executive,Married,47680.0,2.0,11,1,6.0,2,2,2,0,2.0,4.0,2.0,2,3
43,No,Travel_Rarely,Sales,9,5,Technical Degree,Female,1,Research Director,Divorced,12740.0,1.0,19,0,6.0,3,5,1,4,4.0,3.0,2.0,2,3
50,Yes,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Research Director,Married,49000.0,1.0,11,0,3.0,3,3,0,2,1.0,3.0,3.0,2,3
35,No,Travel_Rarely,Sales,2,4,Marketing,Male,3,Manufacturing Director,Married,104660.0,1.0,13,0,2.0,1,2,2,2,4.0,4.0,3.0,3,3
36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,4,Sales Executive,Married,165835.0,9.0,12,1,6.0,2,1,0,0,2.0,1.0,4.0,2,3
33,No,Travel_Frequently,Sales,9,2,Marketing,Male,4,Human Resources,Married,29090.0,2.0,11,0,10.0,2,5,1,3,3.0,1.0,3.0,2,3
35,No,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Divorced,57650.0,1.0,14,1,1.0,2,1,0,0,3.0,4.0,3.0,3,3
27,No,Travel_Rarely,Sales,8,2,Marketing,Female,3,Research Scientist,Divorced,45990.0,1.0,15,1,1.0,3,1,0,0,4.0,1.0,3.0,2,3
26,Yes,Travel_Rarely,Sales,4,3,Marketing,Male,2,Manager,Single,24040.0,1.0,12,0,1.0,6,1,0,1,1.0,3.0,2.0,3,3
27,No,Travel_Frequently,Sales,24,3,Life Sciences,Male,4,Healthcare Representative,Single,31720.0,1.0,20,1,9.0,1,9,1,7,4.0,3.0,3.0,3,4
30,No,Travel_Frequently,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,20330.0,1.0,14,1,12.0,3,12,3,7,3.0,4.0,3.0,1,3
41,Yes,Travel_Rarely,Sales,20,4,Marketing,Male,2,Sales Executive,Married,102090.0,1.0,13,1,23.0,2,22,15,8,2.0,3.0,3.0,3,3
34,No,Non-Travel,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Single,86200.0,0.0,13,1,10.0,2,9,8,7,2.0,3.0,3.0,2,3
37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,Female,3,Sales Executive,Married,20640.0,4.0,16,0,8.0,3,1,0,0,2.0,2.0,3.0,2,3
46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,Male,3,Sales Executive,Single,40350.0,4.0,14,1,14.0,2,9,0,8,1.0,4.0,3.0,3,3
35,No,Travel_Rarely,Research & Development,8,4,Medical,Female,3,Research Scientist,Married,38380.0,1.0,16,1,1.0,2,1,0,1,4.0,4.0,3.0,3,3
48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,1,Sales Executive,Single,45910.0,9.0,16,0,23.0,6,1,0,0,1.0,3.0,3.0,1,3
28,Yes,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,25610.0,1.0,22,1,2.0,3,2,2,2,3.0,3.0,2.0,3,4
44,No,Travel_Rarely,Research & Development,1,1,Medical,Female,3,Research Scientist,Divorced,15630.0,5.0,12,2,9.0,3,4,1,3,2.0,1.0,2.0,3,3
35,No,Non-Travel,Research & Development,5,4,Technical Degree,Female,3,Manufacturing Director,Married,48980.0,2.0,15,2,10.0,2,4,2,3,3.0,1.0,3.0,3,3
26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Female,3,Sales Executive,Married,47890.0,7.0,20,1,5.0,2,2,0,0,3.0,4.0,2.0,3,4
33,No,Travel_Frequently,Sales,29,4,Life Sciences,Female,1,Human Resources,Single,31800.0,1.0,14,1,15.0,2,15,8,12,1.0,4.0,3.0,3,3
35,No,Travel_Frequently,Research & Development,15,3,Medical,Male,3,Manufacturing Director,Married,65490.0,1.0,20,0,9.0,3,9,1,8,2.0,1.0,2.0,3,4
35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,Female,1,Laboratory Technician,Married,63880.0,3.0,13,0,4.0,6,2,2,2,3.0,1.0,3.0,2,3
31,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Divorced,112440.0,3.0,12,1,10.0,3,7,1,7,4.0,4.0,2.0,3,3
37,No,Travel_Rarely,Sales,4,3,Marketing,Male,4,Human Resources,Divorced,160320.0,1.0,13,0,7.0,2,7,0,7,1.0,3.0,4.0,3,3
32,No,Travel_Rarely,Research & Development,21,3,Other,Male,2,Sales Executive,Married,23620.0,1.0,11,0,9.0,2,9,7,8,1.0,4.0,3.0,3,3
38,No,Travel_Frequently,Research & Development,25,3,Medical,Male,2,Manufacturing Director,Single,163280.0,1.0,17,3,10.0,2,10,9,9,4.0,4.0,3.0,3,3
50,No,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Divorced,83760.0,5.0,14,3,28.5,2,27,13,8,2.0,3.0,2.0,3,3
59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Single,165835.0,7.0,11,0,28.0,6,21,7,9,1.0,1.0,2.0,3,3
36,No,Travel_Rarely,Sales,1,2,Marketing,Female,2,Sales Executive,Divorced,86060.0,1.0,14,2,17.0,3,17,12,8,3.0,3.0,3.0,3,3
55,No,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Scientist,Divorced,22720.0,2.0,17,1,21.0,2,5,0,2,4.0,3.0,3.0,3,3
36,No,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Single,20180.0,1.0,13,0,6.0,5,6,0,3,2.0,2.0,3.0,3,3
45,No,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Divorced,70830.0,2.0,12,1,25.0,5,1,0,0,2.0,1.0,3.0,3,3
35,No,Travel_Frequently,Human Resources,9,3,Other,Female,2,Sales Representative,Married,40840.0,4.0,13,1,5.0,3,3,1,2,2.0,1.0,2.0,3,3
36,Yes,Travel_Rarely,Sales,7,2,Life Sciences,Male,4,Laboratory Technician,Married,144110.0,0.0,18,3,2.0,2,1,0,0,4.0,3.0,2.0,4,3
59,No,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,3,Research Scientist,Single,23080.0,7.0,19,1,20.0,4,4,1,3,1.0,3.0,2.0,2,3
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Sales Representative,Married,48410.0,0.0,11,0,6.0,3,5,0,4,3.0,2.0,3.0,3,3
31,No,Travel_Rarely,Research & Development,3,2,Medical,Female,3,Sales Executive,Single,42850.0,1.0,21,1,1.0,2,1,1,0,3.0,2.0,3.0,1,4
32,No,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Manufacturing Director,Married,97150.0,1.0,15,1,10.0,1,10,0,9,2.0,2.0,3.0,2,3
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Sales Representative,Married,43200.0,3.0,17,0,5.0,2,1,0,0,2.0,4.0,3.0,3,3
31,No,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Research Director,Single,21320.0,1.0,18,0,11.0,3,11,1,8,3.0,4.0,3.0,3,3
35,No,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Healthcare Representative,Single,101240.0,0.0,14,1,16.0,2,15,2,8,3.0,1.0,3.0,4,3
45,No,Travel_Rarely,Human Resources,14,3,Human Resources,Female,1,Sales Executive,Married,54730.0,4.0,13,0,17.0,3,0,0,0,4.0,1.0,4.0,1,3
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Sales Executive,Single,52070.0,4.0,17,3,16.0,3,5,0,2,1.0,3.0,4.0,3,3
46,No,Travel_Rarely,Research & Development,9,3,Medical,Male,3,Manager,Divorced,164370.0,8.0,15,1,16.0,0,4,0,2,2.0,2.0,3.0,3,3
30,No,Travel_Rarely,Sales,18,3,Life Sciences,Male,4,Human Resources,Married,22960.0,1.0,18,1,10.0,2,10,3,0,4.0,4.0,2.0,3,3
35,No,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,3,Human Resources,Single,40690.0,1.0,13,0,6.0,5,6,0,4,2.0,3.0,3.0,3,3
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,74410.0,3.0,12,1,24.0,4,1,1,0,1.0,4.0,3.0,3,3
38,No,Non-Travel,Sales,11,1,Marketing,Male,2,Laboratory Technician,Divorced,24300.0,7.0,13,2,17.0,2,13,1,9,2.0,4.0,3.0,4,3
34,No,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Research Scientist,Married,58780.0,1.0,14,0,5.0,1,5,1,3,1.0,2.0,3.0,3,3
56,No,Travel_Rarely,Human Resources,2,1,Medical,Male,2,Sales Executive,Single,26440.0,4.0,11,1,28.5,2,6,0,2,4.0,4.0,2.0,3,3
23,No,Travel_Rarely,Research & Development,10,3,Medical,Male,2,Laboratory Technician,Divorced,64390.0,3.0,22,3,3.0,2,0,0,0,3.0,1.0,3.0,3,4
51,No,Travel_Rarely,Research & Development,29,4,Life Sciences,Female,5,Manufacturing Director,Married,24510.0,3.0,17,0,10.0,2,4,0,3,4.0,4.0,3.0,2,3
30,No,Travel_Rarely,Sales,8,2,Technical Degree,Male,1,Sales Representative,Married,63920.0,1.0,21,1,11.0,2,11,10,8,3.0,4.0,3.0,4,4
46,Yes,Travel_Rarely,Sales,1,2,Medical,Female,2,Research Scientist,Single,97140.0,1.0,22,0,9.0,0,9,4,7,3.0,4.0,3.0,3,4
40,No,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Healthcare Representative,Married,60770.0,1.0,16,2,22.0,2,22,11,11,3.0,2.0,2.0,2,3
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,5,Sales Representative,Single,24500.0,0.0,12,1,11.0,2,10,1,0,3.0,4.0,1.0,3,3
30,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Manufacturing Director,Divorced,92500.0,1.0,12,3,11.0,0,11,2,7,3.0,2.0,2.0,3,3
46,No,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Laboratory Technician,Married,20740.0,2.0,15,1,21.0,3,10,9,5,3.0,1.0,2.0,3,3
32,No,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,101690.0,1.0,14,0,12.0,6,11,5,7,2.0,3.0,3.0,2,3
54,No,Travel_Rarely,Research & Development,25,1,Medical,Female,1,Laboratory Technician,Married,48550.0,9.0,25,1,16.0,2,4,0,3,1.0,3.0,1.0,2,4
24,No,Travel_Rarely,Sales,6,2,Marketing,Male,2,Research Scientist,Married,40870.0,0.0,20,3,4.0,1,3,0,2,1.0,3.0,2.0,3,4
28,No,Non-Travel,Sales,9,4,Medical,Male,2,Laboratory Technician,Married,23670.0,1.0,13,0,5.0,2,5,0,4,2.0,3.0,4.0,2,3
58,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Single,29720.0,0.0,14,0,28.5,2,37,1,8,4.0,3.0,2.0,4,3
44,No,Non-Travel,Research & Development,23,2,Medical,Female,1,Research Scientist,Married,165835.0,4.0,16,0,17.0,3,3,1,2,2.0,2.0,4.0,2,3
37,Yes,Travel_Rarely,Human Resources,9,3,Human Resources,Male,2,Healthcare Representative,Divorced,54840.0,4.0,17,0,7.0,4,3,0,2,3.0,1.0,3.0,3,3
32,No,Travel_Rarely,Human Resources,12,2,Human Resources,Female,1,Sales Representative,Single,20610.0,1.0,15,1,1.0,2,1,0,0,4.0,1.0,3.0,2,3
20,Yes,Travel_Frequently,Sales,4,4,Life Sciences,Female,2,Healthcare Representative,Single,99240.0,1.0,22,0,1.0,3,1,1,0,4.0,4.0,3.0,3,4
34,No,Travel_Rarely,Research & Development,1,4,Other,Male,4,Laboratory Technician,Single,41980.0,1.0,22,1,16.0,2,16,2,10,1.0,3.0,3.0,2,4
37,No,Non-Travel,Sales,24,2,Life Sciences,Male,1,Research Scientist,Divorced,68150.0,5.0,20,1,17.0,3,1,0,0,3.0,4.0,4.0,3,4
59,No,Non-Travel,Research & Development,12,2,Life Sciences,Male,2,Sales Executive,Married,47230.0,9.0,14,0,28.5,0,3,2,2,3.0,4.0,3.0,3,3
50,No,Travel_Frequently,Research & Development,3,4,Medical,Male,4,Research Scientist,Married,61420.0,3.0,13,2,28.0,3,8,0,7,1.0,2.0,2.0,2,3
25,Yes,Travel_Rarely,Sales,10,1,Marketing,Male,2,Research Director,Single,82370.0,1.0,13,0,6.0,6,6,0,3,3.0,3.0,3.0,2,3
25,No,Travel_Rarely,Research & Development,26,3,Technical Degree,Male,1,Laboratory Technician,Married,88530.0,1.0,22,1,2.0,3,2,2,1,4.0,4.0,3.0,3,4
22,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,1,Sales Representative,Single,165835.0,1.0,12,1,1.0,2,0,0,0,2.0,4.0,3.0,3,3
51,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,1,Sales Executive,Single,20730.0,3.0,14,1,23.0,4,13,12,8,1.0,1.0,2.0,3,3
34,Yes,Travel_Frequently,Human Resources,4,4,Life Sciences,Female,5,Sales Executive,Single,55620.0,1.0,15,0,9.0,3,9,0,6,1.0,3.0,3.0,3,3
54,No,Non-Travel,Research & Development,9,3,Life Sciences,Male,1,Laboratory Technician,Single,165835.0,2.0,17,0,23.0,5,5,4,4,4.0,4.0,3.0,3,3
24,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Laboratory Technician,Married,34070.0,0.0,13,1,6.0,4,5,1,2,2.0,3.0,3.0,3,3
34,No,Travel_Rarely,Sales,4,3,Marketing,Female,2,Sales Representative,Divorced,50630.0,6.0,12,1,12.0,2,1,0,0,3.0,2.0,3.0,3,3
37,No,Travel_Rarely,Sales,6,1,Technical Degree,Male,1,Laboratory Technician,Single,46390.0,2.0,12,2,12.0,3,5,1,3,3.0,4.0,3.0,3,3
34,No,Travel_Rarely,Sales,9,2,Medical,Male,2,Healthcare Representative,Single,48760.0,2.0,21,1,14.0,3,11,5,8,3.0,1.0,3.0,3,4
36,No,Travel_Frequently,Human Resources,7,3,Medical,Male,1,Research Scientist,Married,26900.0,0.0,11,0,10.0,1,9,2,8,2.0,4.0,3.0,3,3
36,No,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Manufacturing Director,Divorced,165835.0,5.0,13,0,7.0,6,1,0,0,1.0,4.0,3.0,3,3
43,No,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,1,Sales Executive,Married,24080.0,1.0,12,1,25.0,3,25,4,12,3.0,4.0,4.0,3,3
30,No,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,3,Healthcare Representative,Divorced,28140.0,1.0,24,0,10.0,2,10,0,9,1.0,3.0,2.0,3,4
33,No,Non-Travel,Sales,7,3,Life Sciences,Male,2,Sales Executive,Married,112450.0,0.0,21,0,8.0,3,7,0,7,3.0,2.0,4.0,3,4
56,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Laboratory Technician,Married,33120.0,9.0,19,0,7.0,1,5,4,3,2.0,2.0,3.0,1,3
51,No,Travel_Rarely,Research & Development,3,2,Other,Female,2,Sales Representative,Single,165835.0,7.0,14,1,23.0,2,20,15,15,1.0,3.0,3.0,3,3
31,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,3,Sales Executive,Married,21410.0,4.0,20,0,12.0,2,7,7,7,2.0,3.0,2.0,3,4
26,No,Travel_Rarely,Sales,17,3,Medical,Female,2,Manager,Married,57690.0,1.0,19,0,5.0,4,5,4,3,3.0,2.0,2.0,2,3
58,Yes,Travel_Rarely,Sales,2,2,Medical,Female,1,Research Scientist,Married,43850.0,1.0,13,1,28.5,2,40,15,6,4.0,4.0,2.0,2,3
19,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,1,Manager,Single,53320.0,1.0,23,1,0.0,2,0,0,0,4.0,3.0,2.0,3,4
22,No,Travel_Rarely,Sales,29,4,Technical Degree,Male,1,Sales Executive,Married,46630.0,0.0,13,1,3.0,1,2,2,1,3.0,4.0,3.0,3,3
49,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Sales Executive,Married,47240.0,1.0,11,1,16.0,3,15,5,11,3.0,1.0,2.0,2,3
43,No,Travel_Frequently,Sales,2,2,Life Sciences,Male,1,Sales Executive,Single,32110.0,4.0,13,0,18.0,2,3,1,2,2.0,3.0,3.0,4,3
50,No,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,2,Sales Executive,Single,53770.0,4.0,14,1,16.0,3,2,2,1,3.0,4.0,3.0,4,3
31,Yes,Travel_Rarely,Research & Development,15,1,Medical,Female,2,Sales Executive,Married,40660.0,3.0,22,0,4.0,2,2,2,2,2.0,3.0,3.0,2,4
41,No,Travel_Rarely,Research & Development,17,2,Other,Male,1,Manufacturing Director,Divorced,52080.0,3.0,11,3,12.0,2,9,0,7,3.0,3.0,3.0,1,3
26,No,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,2,Sales Executive,Married,48770.0,1.0,13,1,8.0,5,8,5,7,3.0,3.0,3.0,4,3
36,No,Travel_Rarely,Human Resources,25,1,Human Resources,Male,2,Research Scientist,Divorced,31170.0,6.0,21,1,7.0,2,3,0,1,2.0,2.0,3.0,4,4
51,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,1,Manager,Single,15690.0,2.0,11,0,18.0,2,4,0,3,1.0,4.0,3.0,4,3
39,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,1,Research Scientist,Married,165835.0,4.0,13,1,17.0,3,15,5,9,4.0,3.0,4.0,4,3
25,No,Travel_Rarely,Sales,29,1,Medical,Female,3,Research Scientist,Married,30690.0,2.0,14,1,6.0,3,2,2,2,1.0,3.0,3.0,2,3
30,No,Travel_Rarely,Research & Development,21,1,Medical,Male,2,Laboratory Technician,Married,104350.0,0.0,11,0,12.0,5,11,4,7,3.0,4.0,1.0,3,3
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Single,41480.0,7.0,15,0,10.0,0,5,0,4,1.0,1.0,4.0,2,3
45,No,Travel_Rarely,Research & Development,2,1,Technical Degree,Female,2,Healthcare Representative,Single,57680.0,5.0,23,1,9.0,4,6,0,3,3.0,4.0,2.0,3,4
38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Research Director,Single,50420.0,3.0,16,1,19.0,4,3,2,2,4.0,3.0,3.0,3,3
30,No,Travel_Rarely,Sales,13,3,Marketing,Female,2,Laboratory Technician,Single,57700.0,1.0,16,1,5.0,2,5,0,4,1.0,3.0,2.0,4,3
32,No,Travel_Frequently,Sales,2,3,Marketing,Male,3,Laboratory Technician,Divorced,77560.0,0.0,21,0,9.0,3,8,0,7,4.0,4.0,4.0,3,4
30,No,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Sales Executive,Divorced,103060.0,5.0,13,0,8.0,5,3,2,2,4.0,1.0,3.0,3,3
30,No,Travel_Rarely,Sales,9,3,Medical,Male,2,Research Scientist,Single,39360.0,0.0,11,1,6.0,3,5,1,2,2.0,4.0,3.0,3,3
41,No,Travel_Frequently,Sales,10,2,Medical,Female,3,Manufacturing Director,Divorced,79450.0,4.0,12,1,21.0,6,7,7,7,4.0,1.0,2.0,2,3
41,No,Travel_Rarely,Research & Development,10,4,Medical,Male,4,Research Scientist,Married,57430.0,2.0,12,3,7.0,2,5,1,4,3.0,1.0,3.0,4,3
19,No,Travel_Rarely,Research & Development,1,3,Other,Female,5,Manufacturing Director,Single,152020.0,1.0,18,3,1.0,2,1,0,0,2.0,2.0,3.0,2,3
40,No,Travel_Frequently,Research & Development,26,4,Medical,Male,2,Manufacturing Director,Divorced,54400.0,1.0,12,1,20.0,2,20,2,13,2.0,2.0,3.0,3,3
35,No,Travel_Rarely,Sales,8,1,Marketing,Female,3,Laboratory Technician,Married,37600.0,1.0,14,3,10.0,2,10,0,6,3.0,2.0,3.0,3,3
53,No,Travel_Rarely,Sales,14,2,Life Sciences,Female,5,Manufacturing Director,Married,35170.0,2.0,12,1,13.0,1,7,4,5,2.0,3.0,1.0,2,3
45,No,Travel_Rarely,Sales,1,4,Technical Degree,Male,1,Research Scientist,Divorced,25800.0,8.0,17,3,20.0,3,17,0,15,2.0,2.0,1.0,3,3
32,No,Travel_Frequently,Sales,2,2,Life Sciences,Female,1,Manufacturing Director,Single,21660.0,1.0,19,1,9.0,4,9,3,7,2.0,4.0,3.0,1,3
29,No,Non-Travel,Research & Development,10,4,Technical Degree,Male,3,Healthcare Representative,Married,58690.0,1.0,11,1,10.0,6,10,0,9,4.0,3.0,3.0,4,3
51,No,Travel_Rarely,Research & Development,1,3,Other,Female,3,Research Director,Married,80080.0,2.0,15,1,10.0,4,1,0,0,2.0,3.0,3.0,3,3
58,No,Travel_Rarely,Sales,3,3,Marketing,Female,1,Research Scientist,Married,52060.0,4.0,11,3,9.0,4,1,0,0,2.0,2.0,2.0,1,3
40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,Male,4,Laboratory Technician,Married,52950.0,7.0,18,0,15.0,4,12,2,11,3.0,4.0,2.0,3,3
34,No,Travel_Frequently,Sales,24,4,Marketing,Male,2,Manufacturing Director,Married,164130.0,6.0,16,0,6.0,1,4,1,2,3.0,3.0,3.0,3,3
22,No,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Laboratory Technician,Married,132690.0,1.0,25,1,2.0,2,2,2,2,3.0,4.0,3.0,3,4
27,No,Non-Travel,Research & Development,3,3,Medical,Male,1,Healthcare Representative,Divorced,27830.0,6.0,16,1,6.0,2,2,2,2,4.0,2.0,1.0,4,3
28,No,Travel_Rarely,Sales,4,4,Life Sciences,Male,2,Healthcare Representative,Married,54330.0,1.0,13,1,5.0,4,5,0,2,3.0,4.0,1.0,2,3
57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Manufacturing Director,Divorced,20130.0,3.0,14,1,12.0,5,5,1,4,3.0,4.0,1.0,3,3
27,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,139660.0,1.0,19,0,1.0,1,1,0,1,3.0,3.0,2.0,3,3
50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Manufacturing Director,Single,43740.0,3.0,15,1,21.0,5,5,4,4,3.0,2.0,3.0,4,3
41,No,Travel_Rarely,Sales,7,4,Marketing,Male,4,Laboratory Technician,Divorced,68420.0,4.0,12,1,13.0,3,9,1,8,1.0,3.0,3.0,3,3
30,No,Travel_Rarely,Human Resources,1,4,Human Resources,Female,1,Manager,Married,165835.0,2.0,12,1,12.0,0,10,7,4,2.0,4.0,3.0,2,3
38,No,Travel_Rarely,Sales,1,1,Medical,Male,2,Laboratory Technician,Single,165835.0,4.0,16,0,12.0,0,8,0,7,1.0,4.0,4.0,2,3
32,No,Travel_Rarely,Research & Development,20,3,Medical,Female,1,Manufacturing Director,Single,45810.0,3.0,14,1,8.0,3,5,1,4,3.0,3.0,3.0,3,3
27,No,Travel_Rarely,Research & Development,5,4,Medical,Male,2,Healthcare Representative,Married,47350.0,0.0,13,0,6.0,2,5,1,1,3.0,2.0,2.0,3,3
19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,Male,2,Healthcare Representative,Single,41870.0,0.0,22,1,1.0,4,0,0,0,3.0,1.0,4.0,3,4
36,No,Travel_Frequently,Sales,25,3,Marketing,Female,2,Research Director,Single,55050.0,4.0,21,2,13.0,3,8,7,2,4.0,2.0,2.0,3,4
30,No,Non-Travel,Sales,1,3,Medical,Female,1,Sales Executive,Divorced,54700.0,1.0,18,1,12.0,2,12,6,10,3.0,1.0,3.0,3,3
45,No,Travel_Rarely,Research & Development,24,2,Medical,Male,2,Sales Executive,Divorced,54760.0,4.0,13,1,9.0,3,5,0,3,3.0,1.0,4.0,3,3
56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,4,Manager,Divorced,25870.0,4.0,12,0,19.0,2,2,2,2,3.0,1.0,3.0,2,3
33,No,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Sales Executive,Single,24400.0,0.0,18,3,4.0,4,3,0,2,3.0,4.0,4.0,3,3
19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,2,Sales Executive,Single,159720.0,1.0,21,0,1.0,2,1,1,0,2.0,4.0,2.0,3,4
46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,Female,2,Laboratory Technician,Divorced,153790.0,1.0,12,0,24.0,1,24,15,7,2.0,1.0,3.0,1,3
38,No,Travel_Rarely,Sales,4,4,Life Sciences,Male,1,Manufacturing Director,Single,70820.0,1.0,14,0,2.0,3,2,2,1,3.0,4.0,3.0,4,3
31,No,Travel_Rarely,Sales,2,5,Life Sciences,Male,2,Sales Representative,Married,27280.0,8.0,11,0,7.0,3,4,0,2,3.0,4.0,3.0,4,3
34,No,Travel_Rarely,Sales,9,3,Marketing,Female,2,Manager,Single,53680.0,2.0,14,1,9.0,2,3,1,2,4.0,2.0,3.0,3,3
41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,5,Laboratory Technician,Single,53470.0,1.0,24,1,4.0,1,4,0,2,2.0,2.0,2.0,3,4
50,No,Travel_Rarely,Sales,19,4,Marketing,Male,3,Sales Executive,Married,31950.0,2.0,11,0,5.0,4,3,0,2,3.0,3.0,2.0,2,3
53,No,Travel_Rarely,Sales,1,2,Life Sciences,Male,1,Manager,Divorced,39890.0,1.0,13,0,5.0,2,4,1,3,4.0,1.0,3.0,3,3
33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Human Resources,Married,33060.0,1.0,11,3,8.0,6,8,1,6,4.0,2.0,3.0,1,3
40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,Female,2,Sales Executive,Married,70050.0,1.0,20,2,21.0,2,20,9,9,4.0,3.0,3.0,3,4
55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,2,Laboratory Technician,Single,26550.0,8.0,17,0,28.5,0,24,2,15,3.0,2.0,3.0,2,3
34,No,Travel_Frequently,Human Resources,7,4,Other,Female,1,Research Scientist,Married,13930.0,1.0,11,2,10.0,4,10,1,9,4.0,3.0,2.0,4,3
51,No,Travel_Rarely,Human Resources,4,2,Human Resources,Male,2,Sales Representative,Single,25700.0,3.0,18,0,21.0,2,7,1,0,4.0,2.0,3.0,3,3
52,No,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Sales Representative,Married,35370.0,0.0,11,1,28.5,3,33,11,9,3.0,3.0,3.0,3,3
27,No,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,39860.0,1.0,12,2,7.0,3,7,0,3,4.0,2.0,2.0,3,3
35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Research Director,Married,108830.0,3.0,12,0,8.0,3,1,0,1,2.0,3.0,3.0,4,3
43,No,Non-Travel,Research & Development,6,2,Medical,Male,1,Healthcare Representative,Divorced,20280.0,4.0,20,1,7.0,2,5,2,2,4.0,3.0,4.0,2,4
45,No,Non-Travel,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,95250.0,9.0,19,0,22.0,3,20,11,8,1.0,4.0,3.0,3,3
37,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,1,Research Scientist,Married,29290.0,1.0,12,0,8.0,2,8,1,7,2.0,1.0,2.0,1,3
